# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	ALIGNMENT	CROSSIDS	TMP_STRUCTURE	TMP_TOKENS
6161	Maru	the mosquito	285	kjɔ̱̃³¹	ˀk j ɔ̃ ∼ ³¹	589	i m r t	ˀkj j jɔ̃∼ ³¹
6338	Achang_Longchuan	the mosquito	285	pʰɔp⁵⁵	p ɔ p ⁵⁵	588	i r t	p ɔp ⁵⁵
#
2627	Achang_Longchuan	the mother	286	mauʔ⁵¹	m au ʔ ⁵¹	590	i r t	m auʔ ⁵¹
2635	Maru	the mother	286	a⁵⁵mji̱⁵⁵	/ʔ a ⁵⁵ + ˀm j i ⁵⁵	591 592	i r t + i m r t	ʔ a ⁵⁵ + ˀmj j ji ⁵⁵
#
2641	Achang_Longchuan	the mountain	287	pum⁵⁵	p u m ⁵⁵	593	i r t	p um ⁵⁵
2650	Maru	the mountain	287	pam³¹	p a m ³¹	593	i r t	p am ³¹
#
6185	Achang_Longchuan	the mouse or rat	288	kʐoʔ⁵⁵	k ʐ o ʔ ⁵⁵	594	i m r t	kʐ ʐ ʐoʔ ⁵⁵
6566	Maru	the mouse or rat	288	ɣuk³¹nɔʔ³¹	ɣ u k ³¹ + n ɔ ʔ ³¹	595 596	i r t + i r t	ɣ uk ³¹ + n ɔʔ ³¹
#
2662	Achang_Longchuan	the mouth	289	ȵ̥ot⁵³	ȵ̥ o t -	597	i r	ȵ̥ ot
2671	Maru	the mouth	289	na̱t⁵⁵	ˀn a t ⁵⁵	597	i r t	ˀn at ⁵⁵
#
6225	Maru	the mud	290	mjik³¹ʦa̱i³⁵	m j i k ³¹ + ˀ/ʔ ai ³⁵	600 601	i m r t + i r t	mj j jik ³¹ + ʔ ai ³⁵
6424	Achang_Longchuan	the mud	290	ȵ̥on⁵⁵pen³¹	ȵ̥ o n ⁵⁵ + p e n ³¹	598 599	i r t + i r t	ȵ̥ on ⁵⁵ + p en ³¹
#
9904	Achang_Longchuan	the mushroom	291	mau⁵⁵	m au - ⁵⁵	602	i r t	m au ⁵⁵
11045	Maru	the mushroom	291	muk³¹	m u k ³¹	602	i r t	m uk ³¹
#
2692	Achang_Longchuan	the nail (fingernail or claw)	292	lɔʔ⁵⁵ʂəŋ³¹	l ɔ ʔ ⁵⁵ + ʂ ə ŋ ³¹	285 568	i r t + i r t	l ɔʔ ⁵⁵ + ʂ əŋ ³¹
2699	Maru	the nail (fingernail or claw)	292	lɔʔ³¹saŋ³⁵	l ɔ ʔ ³¹ + s a ŋ ³⁵	285 568	i r t + i r t	l ɔʔ ³¹ + s aŋ ³⁵
#
2716	Achang_Longchuan	the name	293	a³¹ȵiŋ⁵⁵	/ʔ a ³¹ + ȵ i ŋ ⁵⁵	605 606	i r t + i r t	ʔ a ³¹ + ȵ iŋ ⁵⁵
2723	Maru	the name	293	maŋ³¹	m a ŋ ³¹	607	i r t	m aŋ ³¹
#
10374	Achang_Longchuan	the navel	294	tɕhi³¹tɔt⁵⁵	tɕʰ i ³¹ + t ɔ t ⁵⁵	608 609	i r t + i r t	tɕʰ i ³¹ + t ɔt ⁵⁵
10377	Maru	the navel	294	tʃhɔʔ⁵⁵	tʃh ɔ ʔ ⁵⁵	610	i r t	tʃh ɔʔ ⁵⁵
#
2781	Achang_Longchuan	the neck	295	laŋ³¹tsəŋ³¹	l a ŋ ³¹ + ts ə ŋ ³¹	611 612	i r t + i r t	l aŋ ³¹ + ts əŋ ³¹
2792	Maru	the neck	295	laŋ³¹tsaŋ³⁵	l a ŋ ³¹ + ts a ŋ ³⁵	611 612	i r t + i r t	l aŋ ³¹ + ts aŋ ³⁵
#
2798	Achang_Longchuan	the needle (for sewing)	296	ap⁵⁵	/ʔ a p ⁵⁵	613	i r t	ʔ ap ⁵⁵
2805	Maru	the needle (for sewing)	296	ŋɛ̱ʔ⁵⁵	ˀŋ ɛ ʔ ⁵⁵	614	i r t	ˀŋ ɛʔ ⁵⁵
#
6335	Achang_Longchuan	the nit	297	ʂan³¹uʔ³¹	ʂ a n ³¹ + /ʔ u ʔ ³¹	569 616	i r t + i r t	ʂ an ³¹ + ʔ uʔ ³¹
6401	Maru	the nit	297	ʃiŋ³⁵a̱u⁵⁵	ʃ i ŋ ³⁵ + ˀ/ʔ au - ⁵⁵	569 616	i r t + i r t	ʃ iŋ ³⁵ + ʔ au ⁵⁵
#
9771	Achang_Longchuan	the north	298	pəʔ³¹	p ə ʔ ³¹	617	i r t	p əʔ ³¹
#
2854	Achang_Longchuan	the nose	299	ȵ̥ɔŋ⁵⁵	ȵ̥ ɔ ŋ ⁵⁵	618	i r t	ȵ̥ ɔŋ ⁵⁵
2866	Maru	the nose	299	nɔ̱³¹	ˀn ɔ - ³¹	618	i r t	ˀn ɔ ³¹
#
2964	Achang_Longchuan	the otter	300	sam⁵⁵	s a m ⁵⁵	619	i r t	s am ⁵⁵
2971	Maru	the otter	300	xɛ̃³¹	x ɛ̃ ∼ ³¹	619	i r t	x ɛ̃∼ ³¹
#
10663	Maru	the peanut	301	mjik³¹nauk³¹	m j i k ³¹ + n au k ³¹	622 623	i m r t + i r t	mj j jik ³¹ + n auk ³¹
10856	Achang_Longchuan	the peanut	301	thu⁵⁵lin⁵⁵	tʰ u ⁵⁵ + l i n ⁵⁵	620 621	i r t + i r t	tʰ u ⁵⁵ + l in ⁵⁵
#
9751	Achang_Longchuan	the pestle	302	a³¹suʔ⁵⁵	/ʔ a ³¹ + s u ʔ ⁵⁵	624 625	i r t + i r t	ʔ a ³¹ + s uʔ ⁵⁵
9754	Maru	the pestle	302	tʃhum³⁵thauŋ³¹lɔʔ³¹	tʃh u m ³⁵ + th au ŋ ³¹ + l ɔ ʔ ³¹	626 627 628	i r t + i r t + i r t	tʃh um ³⁵ + th auŋ ³¹ + l ɔʔ ³¹
#
3025	Achang_Longchuan	the pig	303	oʔ⁵⁵	/ʔ o ʔ ⁵⁵	629	i r t	ʔ oʔ ⁵⁵
3032	Maru	the pig	303	vɔʔ³¹	v ɔ ʔ ³¹	629	i r t	v ɔʔ ³¹
#
9619	Maru	the pine	304	thaŋ⁵⁵xu³¹	th a ŋ ⁵⁵ + x u ³¹	631 632	i r t + i r t	th aŋ ⁵⁵ + x u ³¹
10393	Achang_Longchuan	the pine	304	piak³¹tseŋ⁵⁵	p i a k ³¹ + ts e ŋ ⁵⁵	630 631	i m r t + i r t	pi i iak ³¹ + ts eŋ ⁵⁵
#
4085	Achang_Longchuan	the pit (stone of fruit)	305	a³¹tsiʔ³¹	/ʔ a ³¹ + ts i ʔ ³¹	634 635	i r t + i r t	ʔ a ³¹ + ts iʔ ³¹
#
11462	Achang_Longchuan	the plow	306	thən³⁵	tʰ ə n ³⁵	636	i r t	tʰ ən ³⁵
11465	Maru	the plow	306	li³¹	l i ³¹	637	i r t	l i ³¹
#
10084	Maru	the poison	307	mui³⁵	m u i ³⁵	639	i m r t	mu u ui ³⁵
10797	Achang_Longchuan	the poison	307	kuaŋ⁵¹	k u a ŋ ⁵¹	638	i m r t	ku u uaŋ ⁵¹
#
9997	Achang_Longchuan	the pus	308	pʐəŋ⁵⁵	p ʐ ə ŋ ⁵⁵	640	i m r t	pʐ ʐ ʐəŋ ⁵⁵
10000	Maru	the pus	308	pjaŋ³¹kjɔ̱ʔ⁵⁵	p j a ŋ ³¹ + ˀk j ɔ ʔ ⁵⁵	640 641	i m r t + i m r t	pj j jaŋ ³¹ + ˀkj j jɔʔ ⁵⁵
#
11512	Achang_Longchuan	the rabbit	309	pʐaŋ⁵⁵tai⁵⁵	p ʐ a ŋ ⁵⁵ + t ai ⁵⁵	643 644	i m r t + i r t	pʐ ʐ ʐaŋ ⁵⁵ + t ai ⁵⁵
11515	Maru	the rabbit	309	pa̱ŋ³⁵ ta̱i⁵⁵	ˀp - a ŋ ³⁵ + ˀt ai ⁵⁵	643 644	i r t + i r t	ˀp aŋ ³⁵ + ˀt ai ⁵⁵
#
3236	Achang_Longchuan	the rain	310	mau³¹ʐo⁵⁵	m au - ³¹ + ʐ o ⁵⁵	57 646	i r t + i r t	m au ³¹ + ʐ o ⁵⁵
3248	Maru	the rain	310	muk⁵⁵	m u k ⁵⁵	57	i r t	m uk ⁵⁵
#
6151	Achang_Longchuan	the rainbow	311	xɔŋ⁵¹ȵin³¹nam³¹	x ɔ ŋ ⁵¹ + ȵ i n ³¹ + n - a m ³¹	647 648 649	i r t + i r t + i r t	x ɔŋ ⁵¹ + ȵ in ³¹ + n am ³¹
6209	Maru	the rainbow	311	ɣɔʔ³¹kaŋ³⁵saŋ³¹ŋjɔ̃³¹	ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹	650 648 651 649	i r t + i r t + i r t + i m r t	ɣ ɔʔ ³¹ + k aŋ ³⁵ + s aŋ ³¹ + ŋj j jɔ̃∼ ³¹
#
10502	Maru	the rib	312	nɛ³¹tʃhɛ̃³⁵ɣuk⁵⁵	n ɛ ³¹ + tʃh ɛ̃ ∼ ³⁵ + ɣ u k ⁵⁵	656 655 657	i r t + i r t + i r t	n ɛ ³¹ + tʃh ɛ̃∼ ³⁵ + ɣ uk ⁵⁵
11451	Achang_Longchuan	the rib	312	luk³¹khaŋ³¹tʂham⁵¹	l u k ³¹ + kʰ a ŋ ³¹ + tʂʰ a m ⁵¹	653 654 655	i r t + i r t + i r t	l uk ³¹ + kʰ aŋ ³¹ + tʂʰ am ⁵¹
#
3310	Achang_Longchuan	the rice plant	313	tshen⁵⁵	tsʰ e n ⁵⁵	657	i r t	tsʰ en ⁵⁵
3314	Maru	the rice plant	313	tʃhiŋ³¹	tʃh i ŋ ³¹	657	i r t	tʃh iŋ ³¹
#
3365	Achang_Longchuan	the river	314	tʂhă⁵⁵ʐoŋ³¹	tʂʰ ă ⁵⁵ + ʐ o ŋ ³¹	658 659	i r t + i r t	tʂʰ ă ⁵⁵ + ʐ oŋ ³¹
3374	Maru	the river	314	ɣək³¹lɔ̃³¹	ɣ ə k ³¹ + l ɔ̃ ∼ ³¹	660 659	i r t + i r t	ɣ ək ³¹ + l ɔ̃∼ ³¹
#
3387	Achang_Longchuan	the road	315	xa⁵⁵mʐua³¹	x a ⁵⁵ + m u a ³¹	661 662	i r t + i m r t	x a ⁵⁵ + mu u ua ³¹
3395	Maru	the road	315	khjɔ³¹	kh j ɔ ³¹	663	i m r t	khj j jɔ ³¹
#
10348	Achang_Longchuan	the roof	316	in⁵⁵tɕaŋ⁵⁵	/ʔ - i n ⁵⁵ + tɕ a ŋ ⁵⁵	535 665	i r t + i r t	ʔ in ⁵⁵ + tɕ aŋ ⁵⁵
10351	Maru	the roof	316	ja̱m³¹khauŋ³¹	ˀ/ʔ j a m ³¹ + kh au ŋ ³¹	535 665	i m r t + i r t	ʔj j jam ³¹ + kh auŋ ³¹
#
3401	Achang_Longchuan	the root	317	mʐuat⁵⁵	m ʐ ua t ⁵⁵	666	i m r t	mʐ ʐ ʐuat ⁵⁵
3410	Maru	the root	317	pa̱n³¹	ˀp a n ³¹	667	i r t	ˀp an ³¹
#
3416	Achang_Longchuan	the rope	318	toi³¹	t oi ³¹	668	i r t	t oi ³¹
3425	Maru	the rope	318	tɔ̱i³⁵	ˀt ɔi ³⁵	668	i r t	ˀt ɔi ³⁵
#
9801	Maru	the saliva	319	ɣui⁵⁵	ɣ u i ⁵⁵	671	i m r t	ɣu u ui ⁵⁵
10127	Achang_Longchuan	the saliva	319	a³¹ʐuiʔ³¹	/ʔ a ³¹ + ʐ u i ʔ ³¹	669 670	i r t + i m r t	ʔ a ³¹ + ʐu u uiʔ ³¹
#
3476	Achang_Longchuan	the salt	320	tɕhɔ³¹	tɕʰ ɔ ³¹	672	i r t	tɕʰ ɔ ³¹
3485	Maru	the salt	320	tshɔ³⁵	tsh ɔ ³⁵	672	i r t	tsh ɔ ³⁵
#
3491	Achang_Longchuan	the sand	321	să³¹le⁵⁵	s ă ³¹ + l e ⁵⁵	673 674	i r t + i r t	s ă ³¹ + l e ⁵⁵
3500	Maru	the sand	321	ma³¹ʃɔ³¹	m a ³¹ + ʃ ɔ ³¹	675 676	i r t + i r t	m a ³¹ + ʃ ɔ ³¹
#
11181	Achang_Longchuan	the scar	322	ʐuai⁵⁵	ʐ u ai ⁵⁵	677	i m r t	ʐu u uai ⁵⁵
11184	Maru	the scar	322	tɛ̃³¹khu³¹	t ɛ̃ ∼ ³¹ + kh u ³¹	678 679	i r t + i r t	t ɛ̃∼ ³¹ + kh u ³¹
#
3533	Achang_Longchuan	the sea	323	nam³¹tɕu³¹	n a m ³¹ + tɕ u ³¹	680 681	i r t + i r t	n am ³¹ + tɕ u ³¹
#
3574	Achang_Longchuan	the seed	324	a³¹ȵau³¹	/ʔ a ³¹ + ȵ au ³¹	682 683	i r t + i r t	ʔ a ³¹ + ȵ au ³¹
3583	Maru	the seed	324	mjuk⁵⁵	m j u k ⁵⁵	684	i m r t	mj j juk ⁵⁵
#
11614	Achang_Longchuan	the shadow	325	a³¹ʐit⁵⁵	/ʔ a ³¹ + ʐ i t ⁵⁵	685 686	i r t + i r t	ʔ a ³¹ + ʐ it ⁵⁵
11617	Maru	the shadow	325	ɣap³¹tsɔ³⁵	ɣ a p ³¹ + ts ɔ ³⁵	687 688	i r t + i r t	ɣ ap ³¹ + ts ɔ ³⁵
#
6287	Achang_Longchuan	the sheep	326	paʔ⁵⁵	p a ʔ ⁵⁵	497	i r t	p aʔ ⁵⁵
6351	Maru	the sheep	326	tʃhat⁵⁵pɛ̱ʔ⁵⁵	tʃh a t ⁵⁵ + ˀp ɛ ʔ ⁵⁵	690 497	i r t + i r t	tʃh at ⁵⁵ + ˀp ɛʔ ⁵⁵
#
10007	Achang_Longchuan	the shoe	327	kap³¹tin⁵⁵	k a p ³¹ + t i n ⁵⁵	691 692	i r t + i r t	k ap ³¹ + t in ⁵⁵
10009	Maru	the shoe	327	khjik³¹tsa̱uŋ³⁵	kh j i k ³¹ + ˀts au ŋ ³⁵	693 692	i m r t + i r t	khj j jik ³¹ + ˀts auŋ ³⁵
#
6192	Achang_Longchuan	the shoulder	328	xuŋ³¹pau³¹	x u ŋ ³¹ + p au ³¹	694 695	i r t + i r t	x uŋ ³¹ + p au ³¹
6250	Maru	the shoulder	328	lɔʔ³¹saŋ³¹	l ɔ ʔ ³¹ + s a ŋ ³¹	696 697	i r t + i r t	l ɔʔ ³¹ + s aŋ ³¹
#
6470	Achang_Longchuan	the sickle	329	ʐit⁵⁵mɔʔ³¹	ʐ i t ⁵⁵ + m ɔ ʔ ³¹	698 699	i r t + i r t	ʐ it ⁵⁵ + m ɔʔ ³¹
6525	Maru	the sickle	329	ʃɛ̃³¹ŋø̱³⁵	ʃ ɛ̃ ∼ ³¹ + ˀŋ ø - ³⁵	700 699	i r t + i r t	ʃ ɛ̃∼ ³¹ + ˀŋ ø ³⁵
#
10076	Maru	the silver	330	ŋɔi³¹	ŋ - ɔi ³¹	701	i r t	ŋ ɔi ³¹
11569	Achang_Longchuan	the silver	330	ŋui⁵⁵	ŋ u i ⁵⁵	701	i m r t	ŋu u ui ⁵⁵
#
6208	Achang_Longchuan	the skin	331	a³¹ʐɿ⁵⁵	/ʔ a ³¹ + ʐ ɿ ⁵⁵	702 703	i r t + i r t	ʔ a ³¹ + ʐ ɿ ⁵⁵
6263	Maru	the skin	331	ʃɔ̆³⁵jam⁵⁵	ʃ ɔ̆ ³⁵ + /ʔ j a m ⁵⁵	704 705	i r t + i m r t	ʃ ɔ̆ ³⁵ + ʔj j jam ⁵⁵
#
3790	Achang_Longchuan	the sky	332	mau³¹	m au - ³¹	57	i r t	m au ³¹
3797	Maru	the sky	332	muk⁵⁵	m u k ⁵⁵	57	i r t	m uk ⁵⁵
#
3853	Achang_Longchuan	the smoke	333	ni³¹xau³¹	n i ³¹ + x au - ³¹	707 708	i r t + i r t	n i ³¹ + x au ³¹
3862	Maru	the smoke	333	mji²¹khuk⁵⁵	m j i ²¹ + kh u k ⁵⁵	709 708	i m r t + i r t	mj j ji ²¹ + kh uk ⁵⁵
#
11346	Maru	the snail	334	nŭŋ³⁵pɛʔ³¹	n ŭ ŋ ³⁵ + p ɛ ʔ ³¹	710 711	i r t + i r t	n ŭŋ ³⁵ + p ɛʔ ³¹
#
3879	Achang_Longchuan	the snake	335	mʐui⁵⁵	m u i ⁵⁵	712	i m r t	mu u ui ⁵⁵
3888	Maru	the snake	335	lɔ̃³¹mɔi³¹	l ɔ̃ ∼ ³¹ + m ɔi ³¹	713 714	i r t + i r t	l ɔ̃∼ ³¹ + m ɔi ³¹
#
9944	Achang_Longchuan	the snot	336	n̥ap⁵⁵	n̥ a p ⁵⁵	715	i r t	n̥ ap ⁵⁵
9947	Maru	the snot	336	nɛ̱ʔ⁵⁵	ˀn ɛ ʔ ⁵⁵	715	i r t	ˀn ɛʔ ⁵⁵
#
3901	Achang_Longchuan	the snow	337	xan³¹ʑai⁵⁵	x a n ³¹ + ʑ ai ⁵⁵	716 717	i r t + i r t	x an ³¹ + ʑ ai ⁵⁵
#
3933	Achang_Longchuan	the son	338	tsɔ³¹lo³¹	ts ɔ ³¹ + l o ³¹	718 719	i r t + i r t	ts ɔ ³¹ + l o ³¹
3942	Maru	the son	338	tso	ts o -	718	i r	ts o
#
9612	Achang_Longchuan	the son-in-law	339	tsɔ³¹mɔʔ³¹	ts ɔ ³¹ + m ɔ ʔ ³¹	720 721	i r t + i r t	ts ɔ ³¹ + m ɔʔ ³¹
9615	Maru	the son-in-law	339	tsɔ̆³⁵mɔʔ³¹	ts ɔ̆ ³⁵ + m ɔ ʔ ³¹	720 721	i r t + i r t	ts ɔ̆ ³⁵ + m ɔʔ ³¹
#
10396	Achang_Longchuan	the song	340	siaŋ³⁵	s i a ŋ ³⁵	722	i m r t	si i iaŋ ³⁵
10399	Maru	the song	340	mə̆³¹khɔn⁵⁵	m ə̆ ³¹ + kh ɔ n ⁵⁵	723 724	i r t + i r t	m ə̆ ³¹ + kh ɔn ⁵⁵
#
9700	Achang_Longchuan	the south	341	nan³¹	n a n ³¹	725	i r t	n an ³¹
#
6325	Achang_Longchuan	the sparrow	342	ʦi⁵⁵ʈʂuak⁵⁵	/ʔ i ⁵⁵ + ʂ u a k ⁵⁵	726 727	i r t + i m r t	ʔ i ⁵⁵ + ʂu u uak ⁵⁵
6619	Maru	the sparrow	342	tʃɔ̆³¹kʰjɔ̃⁵⁵	tʃ ɔ̆ ³¹ + k j ɔ̃ ∼ ⁵⁵	728 729	i r t + i m r t	tʃ ɔ̆ ³¹ + kj j jɔ̃∼ ⁵⁵
#
6166	Maru	the spider	343	pʰjɔ̆³¹kɔ̃³⁵	p j ɔ̆ ³¹ + k ɔ̃ ∼ ³⁵	733 731	i m r t + i r t	pj j jɔ̆ ³¹ + k ɔ̃∼ ³⁵
6339	Achang_Longchuan	the spider	343	kuŋ³¹kai³⁵ʑai⁵⁵	k u ŋ ³¹ + k ai - ³⁵ + ʑ ai ⁵⁵	730 731 732	i r t + i r t + i r t	k uŋ ³¹ + k ai ³⁵ + ʑ ai ⁵⁵
#
10813	Achang_Longchuan	the spirit (evil) / demon	344	kin³¹kʐai³⁵	k i n ³¹ + k ʐ ai ³⁵	734 735	i r t + i m r t	k in ³¹ + kʐ ʐ ʐai ³⁵
#
10883	Achang_Longchuan	the square or squared	345	tseŋ³¹	ts e ŋ ³¹	736	i r t	ts eŋ ³¹
#
4052	Achang_Longchuan	the star	346	khʐə⁵⁵	kʰ ʐ ə ⁵⁵	737	i m r t	kʰʐ ʐ ʐə ⁵⁵
4061	Maru	the star	346	kji̱³¹	ˀk j i ³¹	737	i m r t	ˀkj j ji ³¹
#
6455	Achang_Longchuan	the stick	347	tam⁵⁵	t a m ⁵⁵	738	i r t	t am ⁵⁵
6505	Maru	the stick	347	və̆⁵⁵sɛ³⁵	v ə̆ ⁵⁵ + s ɛ ³⁵	739 740	i r t + i r t	v ə̆ ⁵⁵ + s ɛ ³⁵
#
11095	Achang_Longchuan	the stone	349	laŋ³¹kɔʔ⁵⁵	l a ŋ ³¹ + k ɔ ʔ ⁵⁵	741 742	i r t + i r t	l aŋ ³¹ + k ɔʔ ⁵⁵
11098	Maru	the stone	349	lauk³¹tsaŋ³¹	l au k ³¹ + ts a ŋ ³¹	743 744	i r t + i r t	l auk ³¹ + ts aŋ ³¹
#
4094	Maru	the stone (a piece of)	350	tʃik⁵⁵	tʃ i k ⁵⁵	745	i r t	tʃ ik ⁵⁵
#
9924	Achang_Longchuan	the summer	351	tsan⁵⁵	ts a n ⁵⁵	746	i r t	ts an ⁵⁵
9927	Maru	the summer	351	tsəŋ³¹	ts ə ŋ ³¹	746	i r t	ts əŋ ³¹
#
4138	Achang_Longchuan	the sun	352	ni³¹mɔ³¹	n i ³¹ + m ɔ ³¹	747 748	i r t + i r t	n i ³¹ + m ɔ ³¹
4150	Maru	the sun	352	pa³¹	p a ³¹	749	i r t	p a ³¹
#
4220	Achang_Longchuan	the tail	353	tɕhi³¹ȵaŋ³⁵	tɕʰ i ³¹ + ȵ a ŋ ³⁵	750 751	i r t + i r t	tɕʰ i ³¹ + ȵ aŋ ³⁵
4234	Maru	the tail	353	ʃɔ̆³⁵mji³¹	ʃ ɔ̆ ³⁵ + m j i ³¹	752 753	i r t + i m r t	ʃ ɔ̆ ³⁵ + mj j ji ³¹
#
11520	Achang_Longchuan	the taste (something)	354	mi³¹	m i ³¹	754	i r t	m i ³¹
11566	Maru	the taste (something)	354	tʃhaŋ³¹	tʃh a ŋ ³¹	755	i r t	tʃh aŋ ³¹
#
11332	Achang_Longchuan	the tendon (sinew)	355	a³¹kʐə³¹	/ʔ a ³¹ + k ʐ ə ³¹	756 757	i r t + i m r t	ʔ a ³¹ + kʐ ʐ ʐə ³¹
11335	Maru	the tendon (sinew)	355	ʃɔ̃³⁵kji³¹	ʃ ɔ̃ ∼ ³⁵ + k j i ³¹	758 757	i r t + i m r t	ʃ ɔ̃∼ ³⁵ + kj j ji ³¹
#
10955	Achang_Longchuan	the testicles	356	ȵ̥i³¹tsiʔ³¹	ȵ̥ - i ³¹ + ts i ʔ ³¹	759 760	i r t + i r t	ȵ̥ i ³¹ + ts iʔ ³¹
10958	Maru	the testicles	356	nji̱³⁵tʃi̱k⁵⁵	ˀn j i ³⁵ + ˀtʃ i k ⁵⁵	759 760	i m r t + i r t	ˀnj j ji ³⁵ + ˀtʃ ik ⁵⁵
#
6198	Achang_Longchuan	the thigh	357	ʨʰi⁵⁵san⁵⁵	/ʔ i ⁵⁵ + s a n ⁵⁵	761 762	i r t + i r t	ʔ i ⁵⁵ + s an ⁵⁵
6253	Maru	the thigh	357	tɔ̃⁵⁵puk⁵⁵	t ɔ̃ ∼ ⁵⁵ + p u k ⁵⁵	763 764	i r t + i r t	t ɔ̃∼ ⁵⁵ + p uk ⁵⁵
#
9784	Achang_Longchuan	the thorn	358	tɕo³¹	tɕ o ³¹	765	i r t	tɕ o ³¹
9787	Maru	the thorn	358	tsau³⁵	ts au ³⁵	765	i r t	ts au ³⁵
#
9529	Achang_Longchuan	the thread	359	khʐəŋ⁵⁵	kʰ ʐ ə ŋ ⁵⁵	766	i m r t	kʰʐ ʐ ʐəŋ ⁵⁵
9532	Maru	the thread	359	kjhaŋ³¹	k jh a ŋ ³¹	766	i m r t	kjh jh jhaŋ ³¹
#
6148	Achang_Longchuan	the thunder	360	mau³¹ʐau³¹	m au - ³¹ + ʐ au ³¹	57 768	i r t + i r t	m au ³¹ + ʐ au ³¹
6207	Maru	the thunder	360	muk⁵⁵kum³¹	m u k ⁵⁵ + k u m ³¹	57 769	i r t + i r t	m uk ⁵⁵ + k um ³¹
#
6303	Achang_Longchuan	the tiger	361	lɔ³¹	l ɔ ³¹	771	i r t	l ɔ ³¹
6371	Maru	the tiger	361	lɔ³⁵	l ɔ ³⁵	771	i r t	l ɔ ³⁵
#
4594	Achang_Longchuan	the tongue	362	ɕɔ⁵⁵	ɕ ɔ ⁵⁵	772	i r t	ɕ ɔ ⁵⁵
4608	Maru	the tongue	362	ʃɔ³¹	ʃ ɔ ³¹	772	i r t	ʃ ɔ ³¹
#
4615	Achang_Longchuan	the tooth (front)	363	tɕoi⁵⁵	tɕ oi ⁵⁵	773	i r t	tɕ oi ⁵⁵
4628	Maru	the tooth (front)	363	tsɔi³¹	ts ɔi ³¹	773	i r t	ts ɔi ³¹
#
4639	Achang_Longchuan	the tree	364	saŋ³¹tseŋ⁵⁵	s a ŋ ³¹ + ts e ŋ ⁵⁵	774 775	i r t + i r t	s aŋ ³¹ + ts eŋ ⁵⁵
4648	Maru	the tree	364	sa̱k⁵⁵	ˀs a k ⁵⁵	776	i r t	ˀs ak ⁵⁵
#
10194	Achang_Longchuan	the trunk (of a tree)	365	saŋ³¹tseŋ⁵⁵tan³¹	s a ŋ ³¹ + ts e ŋ ⁵⁵ + t a n ³¹	777 778 779	i r t + i r t + i r t	s aŋ ³¹ + ts eŋ ⁵⁵ + t an ³¹
11396	Maru	the trunk (of a tree)	365	sa̱k⁵⁵kɛ̃³¹	ˀs a k ⁵⁵ + k ɛ̃ ∼ ³¹	780 778	i r t + i r t	ˀs ak ⁵⁵ + k ɛ̃∼ ³¹
#
9819	Achang_Longchuan	the urine	366	kă³¹tʂhə³⁵	k ă ³¹ + tʂʰ ə ³⁵	781 782	i r t + i r t	k ă ³¹ + tʂʰ ə ³⁵
9822	Maru	the urine	366	i̱k⁵⁵	ˀ/ʔ i k ⁵⁵	783	i r t	ʔ ik ⁵⁵
#
10557	Achang_Longchuan	the valley	367	xui³¹uaŋ³¹	x u i ³¹ + /ʔ u a ŋ ³¹	784 785	i m r t + i m r t	xu u ui ³¹ + ʔu u uaŋ ³¹
10560	Maru	the valley	367	lɔ̃³⁵khauŋ²¹	l ɔ̃ ∼ ³⁵ + kh - au ŋ ²¹	786 785	i r t + i r t	l ɔ̃∼ ³⁵ + kh auŋ ²¹
#
9643	Maru	the village	368	vɔ³¹	v ɔ ³¹	787	i r t	v ɔ ³¹
10173	Achang_Longchuan	the village	368	o⁵⁵	/ʔ o ⁵⁵	787	i r t	ʔ o ⁵⁵
#
10746	Achang_Longchuan	the wall	369	tʂhaŋ³¹	tʂʰ a ŋ ³¹	788	i r t	tʂʰ aŋ ³¹
10749	Maru	the wall	369	tshə̆³¹ɣɛ̃³¹	tsh ə̆ ³¹ + ɣ ɛ̃ ∼ ³¹	789 790	i r t + i r t	tsh ə̆ ³¹ + ɣ ɛ̃∼ ³¹
#
4865	Achang_Longchuan	the water	370	ti⁵⁵	t i ⁵⁵	791	i r t	t i ⁵⁵
4877	Maru	the water	370	ɣək³¹	ɣ ə k ³¹	792	i r t	ɣ ək ³¹
#
9732	Achang_Longchuan	the west	371	ni³¹mɔ³¹ɔŋ⁵⁵pa³¹	n i ³¹ + m ɔ ³¹ + /ʔ ɔ ŋ ⁵⁵ + p a ³¹	793 794 95 796	i r t + i r t + i r t + i r t	n i ³¹ + m ɔ ³¹ + ʔ ɔŋ ⁵⁵ + p a ³¹
11479	Maru	the west	371	pa³¹vɔ̃³¹	p a ³¹ + v ɔ̃ ∼ ³¹	797 95	i r t + i r t	p a ³¹ + v ɔ̃∼ ³¹
#
6369	Achang_Longchuan	the wheat	372	meʔ³¹ʦɿ⁵⁵	m e ʔ ³¹ + /ʔ ɿ ⁵⁵	798 799	i r t + i r t	m eʔ ³¹ + ʔ ɿ ⁵⁵
#
10686	Achang_Longchuan	the wheel	373	l̥im⁵⁵	l̥ i m ⁵⁵	800	i r t	l̥ im ⁵⁵
