# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	ALIGNMENT	CROSSIDS	TMP_STRUCTURE	TMP_TOKENS
2777	Maru	near	99	tʃɔ̃³⁵	tʃ ɔ̃ ∼ ³⁵	188	i r t	tʃ ɔ̃∼ ³⁵
#
2810	Achang_Longchuan	new	100	ʂək⁵⁵	ʂ ə k ⁵⁵	189	i r t	ʂ ək ⁵⁵
2818	Maru	new	100	sa̱k⁵⁵	ˀs a k ⁵⁵	189	i r t	ˀs ak ⁵⁵
#
2842	Achang_Longchuan	nine	101	kau³¹	k au - ³¹	190	i r t	k au ³¹
2849	Maru	nine	101	kuk³¹	k u k ³¹	190	i r t	k uk ³¹
#
6535	Achang_Longchuan	noon	102	ni³¹kuŋ⁵⁵	n i ³¹ + k u ŋ ⁵⁵	191 181	i r t + i r t	n i ³¹ + k uŋ ⁵⁵
6598	Maru	noon	102	na⁵⁵kauŋ³⁵	n a ⁵⁵ + k au ŋ ³⁵	191 181	i r t + i r t	n a ⁵⁵ + k auŋ ³⁵
#
10516	Achang_Longchuan	old (aged)	103	muaŋ³¹	m u a ŋ ³¹	193	i m r t	mu u uaŋ ³¹
10519	Maru	old (aged)	103	mɔ̃³⁵	m - ɔ̃ ∼ ³⁵	193	i r t	m ɔ̃∼ ³⁵
#
2880	Achang_Longchuan	old (of person)	104	muaŋ³¹	m u a ŋ ³¹	193	i m r t	mu u uaŋ ³¹
2889	Maru	old (of person)	104	mɔ̃³⁵	m - ɔ̃ ∼ ³⁵	193	i r t	m ɔ̃∼ ³⁵
#
10150	Achang_Longchuan	old, be (v.)	105	muaŋ³¹	m u a ŋ ³¹	193	i m r t	mu u uaŋ ³¹
10153	Maru	old, be (v.)	105	mɔ̃³⁵	m - ɔ̃ ∼ ³⁵	193	i r t	m ɔ̃∼ ³⁵
#
2937	Achang_Longchuan	one	106	ta³¹	t a ³¹	196	i r t	t a ³¹
2946	Maru	one	106	ta³¹	t a ³¹	196	i r t	t a ³¹
#
6215	Maru	outside	107	və̆³¹kauŋ³⁵	v ə̆ ³¹ + k au ŋ ³⁵	197 199	i r t + i r t	v ə̆ ³¹ + k auŋ ³⁵
6514	Achang_Longchuan	outside	107	a³¹nɔk⁵⁵	/ʔ a ³¹ + n ɔ k ⁵⁵	197 198	i r t + i r t	ʔ a ³¹ + n ɔk ⁵⁵
#
9688	Achang_Longchuan	pare / peel with a knife (v.)	108	pha³¹	pʰ a ³¹	201	i r t	pʰ a ³¹
10458	Maru	pare / peel with a knife (v.)	108	tshum³¹	tsh u m ³¹	202	i r t	tsh um ³¹
#
10444	Achang_Longchuan	paste / stick / glue (v.)	109	thap³⁵	tʰ a p ³⁵	203	i r t	tʰ ap ³⁵
11421	Maru	paste / stick / glue (v.)	109	tɛ̱ʔ⁵⁵	ˀt ɛ ʔ ⁵⁵	203	i r t	ˀt ɛʔ ⁵⁵
#
10781	Achang_Longchuan	piece (of egg)	110	lum³¹	l u m ³¹	204	i r t	l um ³¹
11178	Maru	piece (of egg)	110	tʃhɛʔ⁵⁵	tʃh ɛ ʔ ⁵⁵	205	i r t	tʃh ɛʔ ⁵⁵
#
10020	Achang_Longchuan	prize / pry (v.)	111	ŋ̊əŋ³¹	ŋ̊ ə ŋ ³¹	206	i r t	ŋ̊ əŋ ³¹
10023	Maru	prize / pry (v.)	111	kak³¹	k a k ³¹	207	i r t	k ak ³¹
#
10122	Achang_Longchuan	punish (v.)	112	tshek⁵⁵	tsʰ e k ⁵⁵	208	i r t	tsʰ ek ⁵⁵
10125	Maru	punish (v.)	112	fa³¹	f a ³¹	209	i r t	f a ³¹
#
10090	Achang_Longchuan	raise (chickens) (v.)	113	leŋ³¹	l e ŋ ³¹	210	i r t	l eŋ ³¹
10093	Maru	raise (chickens) (v.)	113	tsɔ̱³⁵	ˀts ɔ ³⁵	211	i r t	ˀts ɔ ³⁵
#
3281	Achang_Longchuan	red	114	na⁵⁵	n a ⁵⁵	212	i r t	n a ⁵⁵
3291	Maru	red	114	nɛ³¹	n ɛ ³¹	212	i r t	n ɛ ³¹
#
10204	Achang_Longchuan	rely / lean on (v.)	115	khau³⁵	kʰ au ³⁵	213	i r t	kʰ au ³⁵
10207	Maru	rely / lean on (v.)	115	lam³¹	l a m ³¹	214	i r t	l am ³¹
#
9719	Achang_Longchuan	repay (a debt) (v.)	116	tɕhap⁵⁵	tɕʰ a p ⁵⁵	62	i r t	tɕʰ ap ⁵⁵
9722	Maru	repay (a debt) (v.)	116	tshɛʔ⁵⁵	tsh ɛ ʔ ⁵⁵	62	i r t	tsh ɛʔ ⁵⁵
#
6512	Achang_Longchuan	right	117	lɔʔ³¹ʑɔ⁵⁵pa³¹	l ɔ ʔ ³¹ + ʑ - ɔ ⁵⁵ + p a ³¹	160 217 218	i r t + i r t + i r t	l ɔʔ ³¹ + ʑ ɔ ⁵⁵ + p a ³¹
6572	Maru	right	117	lɔʔ³¹jɔ³¹	l ɔ ʔ ³¹ + /ʔ j ɔ ³¹	160 217	i r t + i m r t	l ɔʔ ³¹ + ʔj j jɔ ³¹
#
10611	Achang_Longchuan	ripe	118	ŋ̊eŋ³⁵	ŋ̊ e ŋ ³⁵	219	i r t	ŋ̊ eŋ ³⁵
11501	Maru	ripe	118	ma̱ŋ⁵⁵	ˀm a ŋ ⁵⁵	220	i r t	ˀm aŋ ⁵⁵
#
10359	Achang_Longchuan	roll (v.)	119	liŋ³⁵	l i ŋ ³⁵	221	i r t	l iŋ ³⁵
11359	Maru	roll (v.)	119	laŋ⁵⁵kum³¹	l a ŋ ⁵⁵ + k u m ³¹	221 222	i r t + i r t	l aŋ ⁵⁵ + k um ³¹
#
10541	Achang_Longchuan	rot (v.)	120	ɕu³⁵	ɕ u ³⁵	224	i r t	ɕ u ³⁵
10544	Maru	rot (v.)	120	pap³¹	p a p ³¹	225	i r t	p ap ³¹
#
6128	Achang_Longchuan	round	121	lum³¹	l u m ³¹	226	i r t	l um ³¹
6188	Maru	round	121	laŋ⁵⁵	l a ŋ ⁵⁵	226	i r t	l aŋ ⁵⁵
#
6180	Achang_Longchuan	salty	122	xɔ³¹	x ɔ ³¹	227	i r t	x ɔ ³¹
6232	Maru	salty	122	kʰɔ³⁵	k ɔ ³⁵	227	i r t	k ɔ ³⁵
#
3605	Achang_Longchuan	seven	123	ȵit⁵⁵	ȵ i t ⁵⁵	228	i r t	ȵ it ⁵⁵
3614	Maru	seven	123	na̱t⁵⁵	ˀn a t ⁵⁵	228	i r t	ˀn at ⁵⁵
#
10414	Achang_Longchuan	sew (up) (v.)	124	xʐop⁵⁵	x ʐ o p ⁵⁵	229	i m r t	xʐ ʐ ʐop ⁵⁵
10417	Maru	sew (up) (v.)	124	khjap⁵⁵	kh j a p ⁵⁵	229	i m r t	khj j jap ⁵⁵
#
11140	Achang_Longchuan	shake / quake (v.)	125	than³⁵	tʰ a n ³⁵	230	i r t	tʰ an ³⁵
11143	Maru	shake / quake (v.)	125	nan⁵⁵	n a n ⁵⁵	231	i r t	n an ⁵⁵
#
10702	Achang_Longchuan	shallow	126	tɕheʔ⁵⁵	tɕʰ e ʔ ⁵⁵	232	i r t	tɕʰ eʔ ⁵⁵
10705	Maru	shallow	126	mə̆³¹nɔʔ³¹	m ə̆ ³¹ + n ɔ ʔ ³¹	233 234	i r t + i r t	m ə̆ ³¹ + n ɔʔ ³¹
#
3649	Achang_Longchuan	sharp	127	thɔʔ⁵⁵	tʰ ɔ ʔ ⁵⁵	235	i r t	tʰ ɔʔ ⁵⁵
3660	Maru	sharp	127	thɔʔ⁵⁵	th ɔ ʔ ⁵⁵	235	i r t	th ɔʔ ⁵⁵
#
10015	Maru	sheet (classifier for paper)	128	khjɛʔ⁵⁵	kh j ɛ ʔ ⁵⁵	237	i m r t	khj j jɛʔ ⁵⁵
10722	Achang_Longchuan	sheet (classifier for paper)	128	tuŋ³¹	t u ŋ ³¹	236	i r t	t uŋ ³¹
#
3699	Achang_Longchuan	short	129	ʑɔŋ³¹	ʑ ɔ ŋ ³¹	238	i r t	ʑ ɔŋ ³¹
3703	Maru	short	129	laŋ⁵⁵	l a ŋ ⁵⁵	239	i r t	l aŋ ⁵⁵
#
9902	Achang_Longchuan	shrivel up / wither (v.)	130	ȵ̥au³¹	ȵ̥ au ³¹	240	i r t	ȵ̥ au ³¹
11119	Maru	shrivel up / wither (v.)	130	ʃu̱k⁵⁵	ˀʃ u k ⁵⁵	241	i r t	ˀʃ uk ⁵⁵
#
6316	Achang_Longchuan	shy	131	ȵɔʔ³¹sɔʔ⁵⁵	ȵ ɔ ʔ ³¹ + s ɔ ʔ ⁵⁵	242 243	i r t + i r t	ȵ ɔʔ ³¹ + s ɔʔ ⁵⁵
6506	Maru	shy	131	xɔʔ⁵⁵	x ɔ ʔ ⁵⁵	243	i r t	x ɔʔ ⁵⁵
#
3752	Achang_Longchuan	six	132	xʐoʔ⁵⁵	x ʐ o ʔ ⁵⁵	244	i m r t	xʐ ʐ ʐoʔ ⁵⁵
3761	Maru	six	132	khjauk⁵⁵	kh j au k ⁵⁵	245	i m r t	khj j jauk ⁵⁵
#
9573	Achang_Longchuan	slow	133	ȵen³¹	ȵ e n ³¹	246	i r t	ȵ en ³¹
9575	Maru	slow	133	tsɔ⁵⁵	ts ɔ ⁵⁵	247	i r t	ts ɔ ⁵⁵
#
3821	Achang_Longchuan	small	134	ȵi⁵⁵	ȵ i ⁵⁵	248	i r t	ȵ i ⁵⁵
3828	Maru	small	134	ŋai³¹	ŋ ai ³¹	248	i r t	ŋ ai ³¹
#
3867	Achang_Longchuan	smooth	135	neʔ³⁵	n e ʔ ³⁵	249	i r t	n eʔ ³⁵
3873	Maru	smooth	135	tʃa̱t⁵⁵	ˀtʃ a t ⁵⁵	250	i r t	ˀtʃ at ⁵⁵
#
9842	Achang_Longchuan	snap / break (a stick) (v.)	136	khʐau³¹	kʰ ʐ au - ³¹	251	i m r t	kʰʐ ʐ ʐau ³¹
9845	Maru	snap / break (a stick) (v.)	136	khjuk⁵⁵	kh j u k ⁵⁵	251	i m r t	khj j juk ⁵⁵
#
3908	Achang_Longchuan	soft	137	ȵɔt⁵⁵	ȵ ɔ t ⁵⁵	252	i r t	ȵ ɔt ⁵⁵
3915	Maru	soft	137	nɛ̱̃⁵⁵	ˀn ɛ̃ ∼ ⁵⁵	253	i r t	ˀn ɛ̃∼ ⁵⁵
#
10961	Achang_Longchuan	sour	138	mʐək⁵⁵	m ʐ ə k ⁵⁵	254	i m r t	mʐ ʐ ʐək ⁵⁵
10964	Maru	sour	138	tʃi̱ŋ³¹	ˀtʃ i ŋ ³¹	255	i r t	ˀtʃ iŋ ³¹
#
9777	Achang_Longchuan	speak (v.)	139	kʐai⁵⁵	k ʐ ai ⁵⁵	256	i m r t	kʐ ʐ ʐai ⁵⁵
9780	Maru	speak (v.)	139	ta̱⁵⁵	ˀt a ⁵⁵	257	i r t	ˀt a ⁵⁵
9802	Maru	speak (v.)	139	tʃa̱u³¹	ˀtʃ au ³¹	257	i r t	ˀtʃ au ³¹
#
11031	Achang_Longchuan	spicy	140	tshek⁵⁵	tsʰ e k ⁵⁵	258	i r t	tsʰ ek ⁵⁵
11034	Maru	spicy	140	phjak⁵⁵	ph j a k ⁵⁵	259	i m r t	phj j jak ⁵⁵
#
9578	Achang_Longchuan	splash / sprinkle (v.)	141	kʐən³¹	k ʐ ə n ³¹	260	i m r t	kʐ ʐ ʐən ³¹
9581	Maru	splash / sprinkle (v.)	141	fɛ̱ʔ⁵⁵	ˀf ɛ ʔ ⁵⁵	261	i r t	ˀf ɛʔ ⁵⁵
#
10469	Achang_Longchuan	sprinkle / spray (v.)	142	kʐən³¹	k ʐ ə n ³¹	262	i m r t	kʐ ʐ ʐən ³¹
10472	Maru	sprinkle / spray (v.)	142	pjat²¹	p j a t ²¹	263	i m r t	pj j jat ²¹
#
4112	Achang_Longchuan	straight	143	tan³¹	t a n ³¹	264	i r t	t an ³¹
4119	Maru	straight	143	ŋiɔ̃⁵⁵	ŋ i ɔ̃ ∼ ⁵⁵	265	i m r t	ŋi i iɔ̃∼ ⁵⁵
#
9750	Achang_Longchuan	suck (v.)	144	tʂɔp⁵⁵	tʂ ɔ p ⁵⁵	266	i r t	tʂ ɔp ⁵⁵
10466	Maru	suck (v.)	144	tʃa̱p⁵⁵	ˀtʃ a p ⁵⁵	266	i r t	ˀtʃ ap ⁵⁵
#
9875	Achang_Longchuan	sweat	145	a³¹xə³⁵	/ʔ a ³¹ + x - ə ³⁵	267 268	i r t + i r t	ʔ a ³¹ + x ə ³⁵
9877	Maru	sweat	145	pau³¹kjø³⁵	p au ³¹ + k j ø ³⁵	269 268	i r t + i m r t	p au ³¹ + kj j jø ³⁵
#
10357	Achang_Longchuan	sweet	146	uai³¹	/ʔ u ai ³¹	270	i m r t	ʔu u uai ³¹
10693	Maru	sweet	146	tʃhuk³¹	tʃh u k ³¹	271	i r t	tʃh uk ³¹
#
10285	Achang_Longchuan	tall (stature)	147	m̥ʐaŋ⁵⁵	m̥ ʐ a ŋ ⁵⁵	138	i m r t	m̥ʐ ʐ ʐaŋ ⁵⁵
10361	Maru	tall (stature)	147	mjɔ̃³¹	m j ɔ̃ ∼ ³¹	138	i m r t	mj j jɔ̃∼ ³¹
#
11454	Achang_Longchuan	tasty / delicious	148	tɕhau⁵⁵	tɕʰ au ⁵⁵	273	i r t	tɕʰ au ⁵⁵
11457	Maru	tasty / delicious	148	mjɔ̱ʔ⁵⁵	ˀm j ɔ ʔ ⁵⁵	274	i m r t	ˀmj j jɔʔ ⁵⁵
#
10619	Achang_Longchuan	teach (v.)	149	m̥ɔʔ³⁵	m̥ ɔ ʔ ³⁵	275	i r t	m̥ ɔʔ ³⁵
10622	Maru	teach (v.)	149	mɔ̱ʔ⁵⁵	ˀm ɔ ʔ ⁵⁵	275	i r t	ˀm ɔʔ ⁵⁵
#
4255	Achang_Longchuan	ten	150	tɕhe⁵⁵	tɕʰ e ⁵⁵	276	i r t	tɕʰ e ⁵⁵
4264	Maru	ten	150	tshɛ³¹	tsh ɛ ³¹	276	i r t	tsh ɛ ³¹
#
4290	Achang_Longchuan	that	151	the⁵⁵	tʰ e ⁵⁵	277	i r t	tʰ e ⁵⁵
4293	Maru	that	151	thø³¹	th ø ³¹	277	i r t	th ø ³¹
#
11173	Achang_Longchuan	the animal oil	152	oʔ⁵⁵tɕho⁵⁵	/ʔ o ʔ ⁵⁵ + tɕʰ o ⁵⁵	278 279	i r t + i r t	ʔ oʔ ⁵⁵ + tɕʰ o ⁵⁵
11176	Maru	the animal oil	152	tshau³¹	tsh au ³¹	280	i r t	tsh au ³¹
#
22	Achang_Longchuan	the ant	153	tɕhi⁵⁵man⁵⁵	tɕʰ i ⁵⁵ + m a n ⁵⁵	281 282	i r t + i r t	tɕʰ i ⁵⁵ + m an ⁵⁵
29	Maru	the ant	153	phə̆³¹ɣuk³¹	ph ə̆ ³¹ + ɣ u k ³¹	283 284	i r t + i r t	ph ə̆ ³¹ + ɣ uk ³¹
#
10593	Achang_Longchuan	the arm	154	lɔʔ⁵⁵san⁵⁵	l ɔ ʔ ⁵⁵ + s a n ⁵⁵	285 286	i r t + i r t	l ɔʔ ⁵⁵ + s an ⁵⁵
10596	Maru	the arm	154	lɔʔ³¹pau³⁵	l ɔ ʔ ³¹ + p au ³⁵	285 287	i r t + i r t	l ɔʔ ³¹ + p au ³⁵
#
6193	Achang_Longchuan	the armpit	155	kă³¹liŋ³⁵ʈʂʰuaʔ⁵⁵	k ă ³¹ + l i ŋ ³⁵ + ʂ ua ʔ ⁵⁵	289 290 291	i r t + i r t + i r t	k ă ³¹ + l iŋ ³⁵ + ʂ uaʔ ⁵⁵
6394	Maru	the armpit	155	lɔʔ³¹tʃhɛʔ⁵⁵	l ɔ ʔ ³¹ + tʃh ɛ ʔ ⁵⁵	292 293	i r t + i r t	l ɔʔ ³¹ + tʃh ɛʔ ⁵⁵
#
9991	Achang_Longchuan	the arrow	156	m̥ʐua³¹	m̥ u a ³¹	294	i m r t	m̥u u ua ³¹
9994	Maru	the arrow	156	la³⁵mjɔk³¹	l a ³⁵ + m j ɔ k ³¹	295 296	i r t + i m r t	l a ³⁵ + mj j jɔk ³¹
#
9564	Achang_Longchuan	the ash	157	nă³¹ʐap³⁵	n - ă ³¹ + ʐ a p ³⁵	297 298	i r t + i r t	n ă ³¹ + ʐ ap ³⁵
9567	Maru	the ash	157	njĭ³⁵map⁵⁵	n j ĭ ³⁵ + m a p ⁵⁵	297 298	i m r t + i r t	nj j jĭ ³⁵ + m ap ⁵⁵
#
11219	Achang_Longchuan	the axe	158	u³¹tɕɔŋ³¹	/ʔ u ³¹ + tɕ ɔ ŋ ³¹	299 300	i r t + i r t	ʔ u ³¹ + tɕ ɔŋ ³¹
11416	Maru	the axe	158	və̆⁵⁵tsauŋ³¹	v ə̆ ⁵⁵ + ts au ŋ ³¹	301 300	i r t + i r t	v ə̆ ⁵⁵ + ts auŋ ³¹
#
141	Achang_Longchuan	the bamboo	159	o³¹	/ʔ o ³¹	302	i r t	ʔ o ³¹
148	Maru	the bamboo	159	vɔ³⁵	v ɔ ³⁵	302	i r t	v ɔ ³⁵
#
9964	Achang_Longchuan	the banana	160	kuiʔ³¹	k u i ʔ ³¹	303	i m r t	ku u uiʔ ³¹
9967	Maru	the banana	160	ŋɔʔ³¹mjauk³¹	ŋ ɔ ʔ ³¹ + m j au k ³¹	304 305	i r t + i m r t	ŋ ɔʔ ³¹ + mj j jauk ³¹
#
10506	Achang_Longchuan	the bat	162	uaŋ⁵⁵liaŋ³¹	/ʔ u a ŋ ⁵⁵ + l i a ŋ ³¹	306 307	i m r t + i m r t	ʔu u uaŋ ⁵⁵ + li i iaŋ ³¹
10509	Maru	the bat	162	phɔʔ⁵⁵xək⁵⁵	ph ɔ ʔ ⁵⁵ + x ə k ⁵⁵	308 309	i r t + i r t	ph ɔʔ ⁵⁵ + x ək ⁵⁵
#
10726	Achang_Longchuan	the bean	163	kă³¹tsheʔ³¹	k ă ³¹ + tsʰ e ʔ ³¹	310 311	i r t + i r t	k ă ³¹ + tsʰ eʔ ³¹
10729	Maru	the bean	163	nauk³¹	n au k ³¹	312	i r t	n auk ³¹
#
10360	Achang_Longchuan	the bear	164	ɔm⁵⁵	/ʔ ɔ m ⁵⁵	313	i r t	ʔ ɔm ⁵⁵
10401	Maru	the bear	164	vɛ̃³¹	v ɛ̃ ∼ ³¹	313	i r t	v ɛ̃∼ ³¹
#
10130	Achang_Longchuan	the beard	165	ȵ̥ot⁵⁵mui³¹	ȵ̥ o t ⁵⁵ + m u i ³¹	314 315	i r t + i m r t	ȵ̥ ot ⁵⁵ + mu u ui ³¹
10133	Maru	the beard	165	na̱t⁵⁵mɔi³¹	ˀn a t ⁵⁵ + m - ɔi ³¹	314 315	i r t + i r t	ˀn at ⁵⁵ + m ɔi ³¹
#
11222	Achang_Longchuan	the bed	166	ku³⁵	k u ³⁵	316	i r t	k u ³⁵
#
10791	Maru	the bee	167	ʃɔ̆³⁵mji³¹	ʃ ɔ̆ ³⁵ + m j i ³¹	319 320	i r t + i m r t	ʃ ɔ̆ ³⁵ + mj j ji ³¹
11196	Achang_Longchuan	the bee	167	tɕhi³¹ȵaŋ³⁵	tɕʰ i ³¹ + ȵ a ŋ ³⁵	317 318	i r t + i r t	tɕʰ i ³¹ + ȵ aŋ ³⁵
#
10538	Achang_Longchuan	the bell	168	tɕhu⁵⁵	tɕʰ u ⁵⁵	321	i r t	tɕʰ u ⁵⁵
10629	Maru	the bell	168	tʃu̱³¹	ˀtʃ u ³¹	321	i r t	ˀtʃ u ³¹
#
302	Maru	the belly	169	vẽ³⁵tuk³¹	v ẽ ∼ ³⁵ + t u k ³¹	322 323	i r t + i r t	v ẽ∼ ³⁵ + t uk ³¹
#
325	Achang_Longchuan	the bird	170	m̥ɔʔ⁵⁵	m̥ ɔ ʔ ⁵⁵	324	i r t	m̥ ɔʔ ⁵⁵
332	Maru	the bird	170	ŋɔ̱ʔ⁵⁵	ˀŋ ɔ ʔ ⁵⁵	324	i r t	ˀŋ ɔʔ ⁵⁵
#
10249	Achang_Longchuan	the bird nest	171	m̥ɔʔ⁵⁵sut⁵⁵	m̥ ɔ ʔ ⁵⁵ + s u t ⁵⁵	324 326	i r t + i r t	m̥ ɔʔ ⁵⁵ + s ut ⁵⁵
10252	Maru	the bird nest	171	ŋɔ̱ʔ⁵⁵sat⁵⁵	ˀŋ ɔ ʔ ⁵⁵ + s a t ⁵⁵	324 326	i r t + i r t	ˀŋ ɔʔ ⁵⁵ + s at ⁵⁵
#
11108	Achang_Longchuan	the blind person	172	ȵɔʔ⁵⁵tset⁵⁵	ȵ - ɔ ʔ ⁵⁵ + ts e t ⁵⁵	327 328	i r t + i r t	ȵ ɔʔ ⁵⁵ + ts et ⁵⁵
11111	Maru	the blind person	172	mjɔʔ³¹tʃik³¹	m j ɔ ʔ ³¹ + tʃ i k ³¹	327 328	i m r t + i r t	mj j jɔʔ ³¹ + tʃ ik ³¹
#
389	Maru	the blood	173	sa³⁵	s a ³⁵	329	i r t	s a ³⁵
#
10003	Achang_Longchuan	the boat	174	xə⁵⁵	x ə ⁵⁵	330	i r t	x ə ⁵⁵
10025	Maru	the boat	174	la̱³¹	ˀl a ³¹	331	i r t	ˀl a ³¹
#
1726	Achang_Longchuan	the body hair (hair or fur)	175	a³¹mui³¹	/ʔ a ³¹ + m u i - ³¹	332 333	i r t + i m r t	ʔ a ³¹ + mu u ui ³¹
1735	Maru	the body hair (hair or fur)	175	ʃɔ̆³⁵muk⁵⁵	ʃ ɔ̆ ³⁵ + m - u k ⁵⁵	334 333	i r t + i r t	ʃ ɔ̆ ³⁵ + m uk ⁵⁵
#
493	Maru	the bone	176	ʃŏ³⁵ɣuk⁵⁵	ʃ ŏ ³⁵ + ɣ u k ⁵⁵	335 336	i r t + i r t	ʃ ŏ ³⁵ + ɣ uk ⁵⁵
#
9968	Achang_Longchuan	the bow (for arrow)	177	kaŋ³⁵	k a ŋ ³⁵	337	i r t	k aŋ ³⁵
9971	Maru	the bow (for arrow)	177	la³⁵	l a ³⁵	338	i r t	l a ³⁵
#
11383	Achang_Longchuan	the brains	178	u³¹nuʔ³¹	/ʔ u ³¹ + n u ʔ ³¹	339 340	i r t + i r t	ʔ u ³¹ + n uʔ ³¹
11386	Maru	the brains	178	a̱u³⁵nauk³¹	ˀ/ʔ au ³⁵ + n au k ³¹	339 340	i r t + i r t	ʔ au ³⁵ + n auk ³¹
#
526	Achang_Longchuan	the branch	179	ʂək⁵⁵kʐaŋ⁵⁵	ʂ ə k ⁵⁵ + k ʐ a ŋ ⁵⁵	189 342	i r t + i m r t	ʂ ək ⁵⁵ + kʐ ʐ ʐaŋ ⁵⁵
533	Maru	the branch	179	sa̱k⁵⁵kɔ̱ʔ⁵⁵	ˀs a k ⁵⁵ + ˀk ɔ ʔ ⁵⁵	189 343	i r t + i r t	ˀs ak ⁵⁵ + ˀk ɔʔ ⁵⁵
#
551	Maru	the breast (female)	180	nuk⁵⁵	n u k ⁵⁵	345	i r t	n uk ⁵⁵
#
10678	Achang_Longchuan	the brick	181	tʂuan³¹	tʂ u a n ³¹	346	i m r t	tʂu u uan ³¹
10681	Maru	the brick	181	tʃɔn³⁵	tʃ - ɔ n ³⁵	346	i r t	tʃ ɔn ³⁵
#
10829	Achang_Longchuan	the bridge	182	tɕam⁵⁵	tɕ a m ⁵⁵	347	i r t	tɕ am ⁵⁵
10841	Maru	the bridge	182	tsɛ̃³¹	ts ɛ̃ ∼ ³¹	347	i r t	ts ɛ̃∼ ³¹
#
11603	Achang_Longchuan	the bud	183	kan³¹tam⁵¹təm³¹	k a n ³¹ + t a m ⁵¹ + t ə m ³¹	348 349 350	i r t + i r t + i r t	k an ³¹ + t am ⁵¹ + t əm ³¹
11606	Maru	the bud	183	pəŋ³⁵tʃa̱m³¹	p ə ŋ ³⁵ + ˀtʃ a m ³¹	348 349	i r t + i r t	p əŋ ³⁵ + ˀtʃ am ³¹
#
10455	Maru	the buffalo	184	nŭŋ³⁵lɔi³⁵	n ŭ ŋ ³⁵ + l ɔi ³⁵	350 351	i r t + i r t	n ŭŋ ³⁵ + l ɔi ³⁵
11434	Achang_Longchuan	the buffalo	184	n̥o³¹	n̥ o - ³¹	350	i r t	n̥ o ³¹
#
11312	Achang_Longchuan	the butterfly	185	phă³¹ʐam³⁵tʂam⁵⁵	pʰ ă ³¹ + ʐ a m ³⁵ + tʂ a m ⁵⁵	353 354 355	i r t + i r t + i r t	pʰ ă ³¹ + ʐ am ³⁵ + tʂ am ⁵⁵
11315	Maru	the butterfly	185	phə̆³¹lɛ̱̃³¹	ph ə̆ ³¹ + ˀl ɛ̃ ∼ ³¹	353 354	i r t + i r t	ph ə̆ ³¹ + ˀl ɛ̃∼ ³¹
#
10423	Achang_Longchuan	the buttocks	186	tɕhi³¹tuŋ³¹	tɕʰ i ³¹ + t u ŋ ³¹	356 357	i r t + i r t	tɕʰ i ³¹ + t uŋ ³¹
10426	Maru	the buttocks	186	tʃhauʔ⁵⁵pau³¹	tʃh au ʔ ⁵⁵ + p au ³¹	358 359	i r t + i r t	tʃh auʔ ⁵⁵ + p au ³¹
#
10358	Maru	the cave	187	tuŋ³⁵	t u ŋ ³⁵	360	i r t	t uŋ ³⁵
10666	Achang_Longchuan	the cave	187	tɔŋ³¹	t ɔ ŋ ³¹	360	i r t	t ɔŋ ³¹
#
11295	Achang_Longchuan	the cheek	188	pha³¹kap³⁵	pʰ a ³¹ + k a p ³⁵	361 362	i r t + i r t	pʰ a ³¹ + k ap ³⁵
#
9591	Achang_Longchuan	the chicken	189	kʐuaʔ⁵⁵	k ʐ ua ʔ ⁵⁵	363	i m r t	kʐ ʐ ʐuaʔ ⁵⁵
11425	Maru	the chicken	189	ɣɔʔ³¹	ɣ - ɔ ʔ ³¹	363	i r t	ɣ ɔʔ ³¹
#
627	Achang_Longchuan	the child (young human)	190	tsă³¹oi³¹	ts ă ³¹ + /ʔ oi - ³¹	364 365	i r t + i r t	ts ă ³¹ + ʔ oi ³¹
633	Maru	the child (young human)	190	tsɔ̆³⁵ʃɔ̃³¹	ts ɔ̆ ³⁵ + ʃ ɔ̃ ∼ ³¹	364 365	i r t + i r t	ts ɔ̆ ³⁵ + ʃ ɔ̃∼ ³¹
#
10167	Achang_Longchuan	the chin	191	pha³¹kəŋ³⁵	pʰ a ³¹ + k ə ŋ ³⁵	366 367	i r t + i r t	pʰ a ³¹ + k əŋ ³⁵
10170	Maru	the chin	191	ɛ̃³¹thɔ̃³¹	/ʔ ɛ̃ ∼ ³¹ + th ɔ̃ ∼ ³¹	368 367	i r t + i r t	ʔ ɛ̃∼ ³¹ + th ɔ̃∼ ³¹
#
9986	Achang_Longchuan	the claw	192	tɕhi⁵⁵phʐai⁵⁵	tɕʰ i ⁵⁵ + pʰ ʐ ai - ⁵⁵	369 370	i r t + i m r t	tɕʰ i ⁵⁵ + pʰʐ ʐ ʐai ⁵⁵
11290	Maru	the claw	192	khjik⁵⁵saŋ³⁵	kh j i k ⁵⁵ + s - a ŋ ³⁵	371 370	i m r t + i r t	khj j jik ⁵⁵ + s aŋ ³⁵
#
9680	Achang_Longchuan	the clothes	193	tse³¹	ts e ³¹	372	i r t	ts e ³¹
#
660	Achang_Longchuan	the cloud	194	xan³¹tɕin³¹	x a n ³¹ + tɕ i n ³¹	373 374	i r t + i r t	x an ³¹ + tɕ in ³¹
667	Maru	the cloud	194	tʃa̱m³¹thɔi³⁵	ˀtʃ a m ³¹ + th ɔi - ³⁵	375 374	i r t + i r t	ˀtʃ am ³¹ + th ɔi ³⁵
#
