huang1992tbl:c27.r37	mya	Burmese	dike / embankment	n	---	tɑ²²jo⁵⁵	tɑ²² jo⁵⁵
huang1992tbl:c27.r38	mya	Burmese	road	n	---	lɑ̃⁵⁵	lɑ̃⁵⁵
huang1992tbl:c27.r39a	mya	Burmese	flatland	n	---	lwĩ²²pjĩ²²	lʷĩ²² pʲĩ²²
huang1992tbl:c27.r40	mya	Burmese	soil / earth	n	---	mje²²	mʲe²²
huang1992tbl:c27.r41a	mya	Burmese	fields (wheat etc.)	n	---	mje²²jɑ²²	mʲe²² jɑ²²
huang1992tbl:c27.r42a	mya	Burmese	paddy fields	n	---	lɛ²²	lɛ²²
huang1992tbl:c27.r43	mya	Burmese	stone	n	---	tɕɑuʔ⁴	ʨɑuʔ⁴
huang1992tbl:c27.r44	mya	Burmese	sand	n	---	tθɛ⁵⁵	tθɛ⁵⁵
huang1992tbl:c27.r45	mya	Burmese	dust	n	---	phõ²²	pʰõ²²
huang1992tbl:c27.r46	mya	Burmese	mud	n	---	ɕũ⁵³	ɕũ⁵³
huang1992tbl:c27.r47a	mya	Burmese	water	n	---	je²²	je²²
huang1992tbl:c27.r48	mya	Burmese	wave	n	---	ɬɑĩ⁵⁵	ɬɑ̃j⁵⁵
huang1992tbl:c27.r49	mya	Burmese	spring (water)	n	---	sɑ̃⁵⁵je²²	sɑ̃⁵⁵ je²²
huang1992tbl:c27.r50	mya	Burmese	forest	n	---	tɔ⁵⁵	tɔ⁵⁵
huang1992tbl:c27.r51	mya	Burmese	gold	n	---	ɕwe²²	ɕʷe²²
huang1992tbl:c27.r52	mya	Burmese	silver	n	---	ŋwe²²	ŋʷe²²
huang1992tbl:c27.r54	mya	Burmese	iron	n	---	tθɑ̃²²	tθɑ̃²²
huang1992tbl:c27.r55	mya	Burmese	tin	n	---	tθɑ̃²²phju²²	tθɑ̃²² pʰʲu²²
huang1992tbl:c27.r56a	mya	Burmese	rust	n	---	tθɑ̃²²tɕhi⁵⁵	tθɑ̃²² ʨʰi⁵⁵
huang1992tbl:c27.r57	mya	Burmese	aluminum	n	---	dɑ̃²²	dɑ̃²²
huang1992tbl:c27.r58	mya	Burmese	coal	n	---	tɕɑuʔ⁴mi⁵⁵tθwe⁵⁵	ʨɑuʔ⁴ mi⁵⁵ tθʷe⁵⁵
huang1992tbl:c27.r59	mya	Burmese	charcoal	n	---	mi⁵⁵tθwe⁵⁵	mi⁵⁵ tθʷe⁵⁵
huang1992tbl:c27.r60	mya	Burmese	sulphur	n	---	kɑ̃⁵³	kɑ̃⁵³
huang1992tbl:c27.r61	mya	Burmese	salt	n	---	shɑ⁵⁵	sʰɑ⁵⁵
huang1992tbl:c27.r62	mya	Burmese	alkali / soda	n	---	sho²²dɑ²²	sʰo²² dɑ²²
huang1992tbl:c27.r63	mya	Burmese	plant ash	n	---	pjɑ²²	pʲɑ²²
huang1992tbl:c27.r64	mya	Burmese	place	n	---	ne²²jɑ²²	ne²² jɑ²²
huang1992tbl:c27.r65	mya	Burmese	street	n	---	lɑ̃⁵⁵	lɑ̃⁵⁵
huang1992tbl:c27.r66	mya	Burmese	village	n	---	jwɑ²²	jʷɑ²²
huang1992tbl:c27.r67a	mya	Burmese	household	n	---	ẽ²²tɕhe²²	ẽ²² ʨʰe²²
huang1992tbl:c27.r68	mya	Burmese	prison	n	---	thɑ̃u²²	tʰɑ̃w²²
huang1992tbl:c27.r69	mya	Burmese	temple	nrel	---	bu⁵³jɑ⁵⁵tɕɑ̃u⁵⁵	bu⁵³ jɑ⁵⁵ ʨɑ̃w⁵⁵
huang1992tbl:c27.r70a	mya	Burmese	bridge	n	---	tɑ̃²²tɑ⁵⁵	tɑ̃²² tɑ⁵⁵
huang1992tbl:c27.r71	mya	Burmese	tomb	n	---	tθĩ⁵⁵tɕhɑ̃i⁵⁵	tθĩ⁵⁵ ʨʰɑ̃j⁵⁵
huang1992tbl:c27.r72a	mya	Burmese	tower / pagoda	n	---	se²²ti²²	se²² ti²²
huang1992tbl:c27.r73a	mya	Burmese	body	n	---	ko²²	ko²²
huang1992tbl:c27.r74	mya	Burmese	head	n	---	khɑ̃u⁵⁵	kʰɑ̃w⁵⁵
huang1992tbl:c27.r75	mya	Burmese	hair	n	---	shɑ̃²²pĩ²²	sʰɑ̃²² pĩ²²
huang1992tbl:c27.r76a	mya	Burmese	braid / plait	n	---	tɕiʔ⁴shɑ̃²²mji⁵⁵	ʨiʔ⁴ sʰɑ̃²² mʲi⁵⁵
huang1992tbl:c27.r77	mya	Burmese	forehead	n	---	nɑ⁵³phu⁵⁵	nɑ⁵³ pʰu⁵⁵
huang1992tbl:c27.r78	mya	Burmese	eyebrow	n	---	mjɛʔ⁴khõ⁵⁵m̥we⁵⁵	mʲɛʔ⁴ kʰõ⁵⁵ m̥ʷe⁵⁵
huang1992tbl:c27.r79	mya	Burmese	eye	n	---	mjɛʔ⁴si⁵³	mʲɛʔ⁴ si⁵³
huang1992tbl:c27.r80	mya	Burmese	nose	n	---	n̥ɑ²²khɑ̃u⁵⁵	n̥ɑ²² kʰɑ̃w⁵⁵
huang1992tbl:c27.r81	mya	Burmese	ear	n	---	nɑ⁵⁵	nɑ⁵⁵
huang1992tbl:c27.r82a	mya	Burmese	face	n	---	mjɛʔ⁴n̥ɑ²²	mʲɛʔ⁴ n̥ɑ²²
huang1992tbl:c27.r83	mya	Burmese	cheek	n	---	pɑ⁵⁵	pɑ⁵⁵
huang1992tbl:c27.r84a	mya	Burmese	mouth	n	---	pɑ⁵⁵sɑʔ⁴	pɑ⁵⁵ sɑʔ⁴
huang1992tbl:c27.r85	mya	Burmese	lip	n	---	n̥oʔ⁴khɑ̃⁵⁵	n̥oʔ⁴ kʰɑ̃⁵⁵
huang1992tbl:c27.r86a	mya	Burmese	beard / moustache / goatee	n	---	moʔ⁴sheʔ⁴	moʔ⁴ sʰeʔ⁴
huang1992tbl:c27.r87	mya	Burmese	beard	n	---	pa⁵⁵tθɑ̃i⁵⁵m̥we⁵⁵	pa⁵⁵ tθɑ̃j⁵⁵ m̥ʷe⁵⁵
huang1992tbl:c27.r88	mya	Burmese	chin	n	---	me⁵⁵	me⁵⁵
huang1992tbl:c27.r89a	mya	Burmese	neck	n	---	lɛ²²pĩ⁵⁵	lɛ²² pĩ⁵⁵
huang1992tbl:c27.r90	mya	Burmese	shoulder	n	---	pɑ⁵³khõ⁵⁵	pɑ⁵³ kʰõ⁵⁵
huang1992tbl:c27.r91	mya	Burmese	back	n	---	tɕɔ⁵⁵	ʨɔ⁵⁵
huang1992tbl:c27.r92	mya	Burmese	armpit	n	---	tɕhɑ̃i⁵⁵	ʨʰɑ̃j⁵⁵
huang1992tbl:c27.r93	mya	Burmese	chest	n	---	jĩ²²bɑʔ⁴	jĩ²² bɑʔ⁴
huang1992tbl:c27.r94	mya	Burmese	breast	n	---	no⁵³õ²²	no⁵³ õ²²
huang1992tbl:c27.r95a	mya	Burmese	milk	n	---	no⁵³	no⁵³
huang1992tbl:c27.r96	mya	Burmese	belly	n	---	bɑiʔ⁴	bɑiʔ⁴
huang1992tbl:c27.r97	mya	Burmese	navel	n	---	tɕhɛʔ⁴	ʨʰɛʔ⁴
huang1992tbl:c27.r98	mya	Burmese	waist	n	---	kha⁵⁵	kʰa⁵⁵
huang1992tbl:c27.r99	mya	Burmese	buttocks	n	---	tĩ²²pɑ⁵⁵	tĩ²² pɑ⁵⁵
huang1992tbl:c27.r100a	mya	Burmese	thigh	n	---	pɑ̃u²²	pɑ̃w²²
huang1992tbl:c27.r101	mya	Burmese	knee	n	---	du⁵⁵	du⁵⁵
huang1992tbl:c27.r102	mya	Burmese	calf	nbp	---	tɕhe²²tθɑ⁵³lõ⁵⁵	ʨʰe²² tθɑ⁵³ lõ⁵⁵
huang1992tbl:c27.r103	mya	Burmese	foot	nbp	---	tɕhe²²thɑuʔ⁴	ʨʰe²² tʰɑuʔ⁴
huang1992tbl:c27.r104	mya	Burmese	ankle	n	---	tɕhe²²mjɛʔ⁴si⁵³	ʨʰe²² mʲɛʔ⁴ si⁵³
huang1992tbl:c27.r106	mya	Burmese	elbow	nbp	---	tɑ̃²²tɑ̃u²²	tɑ̃²² tɑ̃w²²
huang1992tbl:c27.r107a	mya	Burmese	hand	nbp	---	lɛʔ⁴	lɛʔ⁴
huang1992tbl:c27.r108	mya	Burmese	wrist	n	---	lɛʔ⁴kɑuʔ⁴wuʔ⁴	lɛʔ⁴ kɑuʔ⁴ wuʔ⁴
huang1992tbl:c27.r109	mya	Burmese	finger	n	---	lɛʔ⁴tɕhɑ̃u⁵⁵	lɛʔ⁴ ʨʰɑ̃w⁵⁵
huang1992tbl:c27.r110	mya	Burmese	thumb	n	---	lɛʔ⁴mɑ⁵³	lɛʔ⁴ mɑ⁵³
huang1992tbl:c27.r111	mya	Burmese	finger (middle)	n	---	lɛʔ⁴khɑ⁵³lɛ²²	lɛʔ⁴ kʰɑ⁵³ lɛ²²
huang1992tbl:c27.r112	mya	Burmese	finger (little)	n	---	lɛʔ⁴tθɑ̃⁵⁵	lɛʔ⁴ tθɑ̃⁵⁵
huang1992tbl:c27.r113	mya	Burmese	nail	nbp	---	lɛʔ⁴tθɛ⁵⁵	lɛʔ⁴ tθɛ⁵⁵
huang1992tbl:c27.r114a	mya	Burmese	fist	n	---	lɛʔ⁴tθi⁵⁵	lɛʔ⁴ tθi⁵⁵
huang1992tbl:c27.r115	mya	Burmese	anus	n	---	sɑ⁵³o²²	sɑ⁵³ o²²
huang1992tbl:c27.r116	mya	Burmese	genitals (male)	n	---	jɑuʔ⁴tɕɑ⁵⁵ĩ²²gɑ²²	jɑuʔ⁴ ʨɑ⁵⁵ ĩ²² ɡɑ²²
huang1992tbl:c27.r117	mya	Burmese	testicle	n	---	gwe⁵⁵se⁵³	ɡʷe⁵⁵ se⁵³
huang1992tbl:c27.r118	mya	Burmese	genitals (female)	n	---	mẽ⁵⁵mɑ⁵³ĩ²²gɑ²²	mẽ⁵⁵ mɑ⁵³ ĩ²² ɡɑ²²
huang1992tbl:c27.r119	mya	Burmese	placenta	n	---	ɑ⁵³tɕhĩ	ɑ⁵³ ʨʰĩ
huang1992tbl:c27.r120	mya	Burmese	skin	n	---	ɑ⁵³tθɑ⁵⁵ɑ⁵³je²²	ɑ⁵³ tθɑ⁵⁵ ɑ⁵³ je²²
huang1992tbl:c27.r121a	mya	Burmese	wrinkle	n	---	ɑ⁵³je²²tũ⁵³	ɑ⁵³ je²² tũ⁵³
huang1992tbl:c27.r122a	mya	Burmese	mole	nbp	---	hmɛ⁵³	m̥ɛ⁵³
huang1992tbl:c27.r123	mya	Burmese	sore / boil	n	---	wɛ⁵⁵	wɛ⁵⁵
huang1992tbl:c27.r124	mya	Burmese	wound	n	---	dɑṇ²²jɑ²²	dɑɳ²² jɑ²²
huang1992tbl:c27.r125	mya	Burmese	scar	n	---	ɑ⁵³mɑ²²juʔ⁴	ɑ⁵³ mɑ²² juʔ⁴
huang1992tbl:c27.r126	mya	Burmese	measles	n	---	wɛʔ⁴tθɛʔ⁴	wɛʔ⁴ tθɛʔ⁴
huang1992tbl:c27.r127a	mya	Burmese	tinea	n	---	pwe⁵⁵	pʷe⁵⁵
huang1992tbl:c27.r128	mya	Burmese	flesh / muscle	n	---	tɕwɛʔ⁴tθɑ⁵⁵	ʨʷɛʔ⁴ tθɑ⁵⁵
huang1992tbl:c27.r129	mya	Burmese	blood	n	---	tθwe⁵⁵	tθʷe⁵⁵
huang1992tbl:c27.r130	mya	Burmese	tendon / sinew	n	---	ɑ⁵³tɕɔ⁵⁵	ɑ⁵³ ʨɔ⁵⁵
huang1992tbl:c27.r131	mya	Burmese	pulse (wrist)	n	---	tθwe⁵⁵to⁵⁵	tθʷe⁵⁵ to⁵⁵
huang1992tbl:c27.r132	mya	Burmese	brains	n	---	u⁵⁵n̥ɑuʔ⁴	u⁵⁵ n̥ɑuʔ⁴
huang1992tbl:c27.r133	mya	Burmese	bone	n	---	ɑ⁵³jo⁵⁵	ɑ⁵³ jo⁵⁵
huang1992tbl:c27.r134	mya	Burmese	spine / backbone	n	---	tɕɔ⁵⁵jo⁵⁵	ʨɔ⁵⁵ jo⁵⁵
huang1992tbl:c27.r135	mya	Burmese	rib	n	---	nɑ̃²²jo⁵⁵	nɑ̃²² jo⁵⁵
huang1992tbl:c27.r136	mya	Burmese	joint	nbp	---	ɑ⁵³shiʔ⁴	ɑ⁵³ sʰiʔ⁴
huang1992tbl:c27.r137	mya	Burmese	tooth	nbp	---	tθwɑ⁵⁵	tθʷɑ⁵⁵
huang1992tbl:c27.r138	mya	Burmese	gum	nbp	---	tθwɑ⁵⁵phõ⁵⁵	tθʷɑ⁵⁵ pʰõ⁵⁵
huang1992tbl:c27.r139	mya	Burmese	tongue	nbp	---	ɕɑ²²	ɕɑ²²
huang1992tbl:c27.r140	mya	Burmese	uvula	n	---	ɕɑ²²khĩ²²	ɕɑ²² kʰĩ²²
huang1992tbl:c27.r141	mya	Burmese	throat	n	---	ɑ²²khɑ̃u²²	ɑ²² kʰɑ̃w²²
huang1992tbl:c27.r142	mya	Burmese	Adam's apple	n	---	ɑ²²si⁵³	ɑ²² si⁵³
huang1992tbl:c27.r143	mya	Burmese	lung	n	---	a⁵³shoʔ⁴	a⁵³ sʰoʔ⁴
huang1992tbl:c27.r144	mya	Burmese	heart	n	---	hnɑ⁵³lõ⁵⁵	n̥ɑ⁵³ lõ⁵⁵
huang1992tbl:c27.r145	mya	Burmese	liver	nbp	---	ɑ⁵³tθɛ⁵⁵	ɑ⁵³ tθɛ⁵⁵
huang1992tbl:c27.r146	mya	Burmese	kidney	nbp	---	tɕɑuʔ⁴kɑʔ⁴	ʨɑuʔ⁴ kɑʔ⁴
huang1992tbl:c27.r147	mya	Burmese	gall bladder	nbp	---	tθɛ⁵⁵tɕhe²²	tθɛ⁵⁵ ʨʰe²²
huang1992tbl:c27.r148a	mya	Burmese	stomach	nbp	---	ɑ⁵³sɑ²²ẽ²²	ɑ⁵³ sɑ²² ẽ²²
huang1992tbl:c27.r149	mya	Burmese	intestine	nbp	---	u²²	u²²
huang1992tbl:c27.r150	mya	Burmese	bladder	nbp	---	shi⁵⁵ẽ²²	sʰi⁵⁵ ẽ²²
huang1992tbl:c27.r151	mya	Burmese	excrement	nbp	---	tɕhi³⁵	ʨʰi³⁵
huang1992tbl:c27.r152	mya	Burmese	urine	nbp	---	shi⁵⁵	sʰi⁵⁵
huang1992tbl:c27.r153	mya	Burmese	fart	nbp	---	i⁵⁵	i⁵⁵
huang1992tbl:c27.r154	mya	Burmese	sweat	nbp	---	tɕhwe⁵⁵	ʨʰʷe⁵⁵
huang1992tbl:c27.r155	mya	Burmese	sputum	nbp	---	tθɑ⁵³leʔ⁴	tθɑ⁵³ leʔ⁴
huang1992tbl:c27.r156	mya	Burmese	saliva	nbp	---	tθwɑ⁵⁵je²²	tθʷɑ⁵⁵ je²²
huang1992tbl:c27.r157	mya	Burmese	mucus (nasal)	nbp	---	hnɑʔ⁴	n̥ɑʔ⁴
huang1992tbl:c27.r158	mya	Burmese	tears	nbp	---	mjɛʔ⁴je²²	mʲɛʔ⁴ je²²
huang1992tbl:c27.r159	mya	Burmese	pus	nbp	---	pji²²	pʲi²²
huang1992tbl:c27.r160	mya	Burmese	dirt / filth	n	---	ɑ⁵³ȵiʔ⁴ɑ⁵³tɕe⁵⁵	ɑ⁵³ ȵiʔ⁴ ɑ⁵³ ʨe⁵⁵
huang1992tbl:c27.r161	mya	Burmese	sound	n	---	ɑ⁵³tθɑ̃²²	ɑ⁵³ tθɑ̃²²
huang1992tbl:c27.r162	mya	Burmese	corpse	n	---	ɑ⁵³lɑ̃u⁵⁵	ɑ⁵³ lɑ̃w⁵⁵
huang1992tbl:c27.r163	mya	Burmese	life	n	---	ɑ⁵³tθɛʔ⁴	ɑ⁵³ tθɛʔ⁴
huang1992tbl:c27.r164	mya	Burmese	life span	n	---	ɑ⁵³tθɛʔ⁴	ɑ⁵³ tθɛʔ⁴
huang1992tbl:c27.r165	mya	Burmese	Chinese (Han)	n	---	tɑ⁵³joʔ⁴lu²²mjo⁵⁵	tɑ⁵³ joʔ⁴ lu²² mʲo⁵⁵
huang1992tbl:c27.r166a	mya	Burmese	Tibetan	---	---	ti⁵³bɛʔ⁴lu²²mjo⁵⁵	ti⁵³ bɛʔ⁴ lu²² mʲo⁵⁵
huang1992tbl:c27.r167	mya	Burmese	human being	n	---	lu²²	lu²²
huang1992tbl:c27.r168a	mya	Burmese	adult	n	---	lu²²tɕi⁵⁵	lu²² ʨi⁵⁵
huang1992tbl:c27.r169	mya	Burmese	child	n	---	kɑ⁵³le⁵⁵	kɑ⁵³ le⁵⁵
huang1992tbl:c27.r170	mya	Burmese	baby	n	---	no⁵³so⁵³kɑ⁵³le⁵⁵	no⁵³ so⁵³ kɑ⁵³ le⁵⁵
huang1992tbl:c27.r171	mya	Burmese	old man	n	---	ɑ⁵³pho⁵⁵o²²	ɑ⁵³ pʰo⁵⁵ o²²
huang1992tbl:c27.r172	mya	Burmese	old lady	n	---	ɑ⁵³phwɑ⁵⁵o²²	ɑ⁵³ pʰʷɑ⁵⁵ o²²
huang1992tbl:c27.r173	mya	Burmese	man	n	---	jɑuʔ⁴tɕɑ⁵⁵	jɑuʔ⁴ ʨɑ⁵⁵
huang1992tbl:c27.r174	mya	Burmese	woman	n	---	mẽ⁵⁵mɑ⁵³	mẽ⁵⁵ mɑ⁵³
huang1992tbl:c27.r175	mya	Burmese	lad / chap (young)	n	---	lu²²ŋɛ²²	lu²² ŋɛ²²
huang1992tbl:c27.r176	mya	Burmese	girl	n	---	lõ²²mɑ⁵³	lõ²² mɑ⁵³
huang1992tbl:c27.r177	mya	Burmese	common people	n	---	ɑ⁵³jɑʔ⁴tθɑ⁵⁵	ɑ⁵³ jɑʔ⁴ tθɑ⁵⁵
huang1992tbl:c27.r178	mya	Burmese	peasant	n	---	lɛ²²tθɑ⁵³mɑ⁵⁵	lɛ²² tθɑ⁵³ mɑ⁵⁵
huang1992tbl:c27.r179	mya	Burmese	soldier	n	---	siʔ⁴ tθɑ⁵³	siʔ⁴ tθɑ⁵³
huang1992tbl:c27.r180	mya	Burmese	merchant	n	---	kõ²²tθɛ²²	kõ²² tθɛ²²
huang1992tbl:c27.r181	mya	Burmese	doctor	n	---	shɑ⁵³ jɑ²²wũ²²	sʰɑ⁵³ jɑ²² wũ²²
huang1992tbl:c27.r182a	mya	Burmese	leader in a (stockaded) village	n	---	jwɑ²²tθu²²tɕi⁵⁵	jʷɑ²² tθu²² ʨi⁵⁵
huang1992tbl:c27.r183a	mya	Burmese	servant	n	---	ɑ⁵³se²²khɑ̃²²	ɑ⁵³ se²² kʰɑ̃²²
huang1992tbl:c27.r184	mya	Burmese	shepherd boy	n	---	nwɑ⁵⁵tɕɑ̃u⁵⁵tθɑ⁵⁵	nʷɑ⁵⁵ ʨɑ̃w⁵⁵ tθɑ⁵⁵
huang1992tbl:c27.r185	mya	Burmese	carpenter	n	---	lɛʔ⁴tθɑ⁵³mɑ⁵⁵	lɛʔ⁴ tθɑ⁵³ mɑ⁵⁵
huang1992tbl:c27.r186	mya	Burmese	blacksmith	n	---	pɑ̃⁵⁵pɛ⁵⁵shɑ⁵³jɑ²²	pɑ̃⁵⁵ pɛ⁵⁵ sʰɑ⁵³ jɑ²²
huang1992tbl:c27.r187	mya	Burmese	boatman	n	---	ɬ²²tho⁵⁵tθɑ⁵⁵	ɬ²² tʰo⁵⁵ tθɑ⁵⁵
huang1992tbl:c27.r188	mya	Burmese	hunter	n	---	mou⁵³sho⁵⁵	mow⁵³ sʰo⁵⁵
huang1992tbl:c27.r189	mya	Burmese	monk	n	---	phõ⁵⁵tɕi⁵⁵	pʰõ⁵⁵ ʨi⁵⁵
huang1992tbl:c27.r190a	mya	Burmese	nun (Buddhist)	n	---	mɛ²²tθi²²lɑ⁵³ jĩ²²	mɛ²² tθi²² lɑ⁵³ jĩ²²
huang1992tbl:c27.r191a	mya	Burmese	wizard / sorcerer	n	---	m̥ɔ²²shɑ⁵³jɑ²²	m̥ɔ²² sʰɑ⁵³ jɑ²²
huang1992tbl:c27.r192	mya	Burmese	witch / sorceress	n	---	sõ⁵⁵mɑ⁵³	sõ⁵⁵ mɑ⁵³
huang1992tbl:c27.r193	mya	Burmese	beggar	n	---	tθu²²tɑ̃u⁵⁵zɑ⁵⁵	tθu²² tɑ̃w⁵⁵ zɑ⁵⁵
huang1992tbl:c27.r194	mya	Burmese	thief	n	---	tθu²²kho⁵⁵	tθu²² kʰo⁵⁵
huang1992tbl:c27.r195	mya	Burmese	robber	n	---	dɑ⁵⁵pjɑ⁵³	dɑ⁵⁵ pʲɑ⁵³
huang1992tbl:c27.r196	mya	Burmese	patient	n	---	lu²²nɑ²²	lu²² nɑ²²
huang1992tbl:c27.r197	mya	Burmese	enemy (personal) / antagonizer	n	---	jɑ̃²²tθu²²	jɑ̃²² tθu²²
huang1992tbl:c27.r198	mya	Burmese	emperor	n	---	bu⁵³jĩ²²	bu⁵³ jĩ²²
huang1992tbl:c27.r199	mya	Burmese	official (government)	n	---	ɑ⁵³jɑ²²ɕi⁵³	ɑ⁵³ jɑ²² ɕi⁵³
huang1992tbl:c27.r200a	mya	Burmese	king	n	---	mĩ⁵⁵	mĩ⁵⁵
huang1992tbl:c27.r201a	mya	Burmese	friend	n	---	meʔ⁴shwe²²	meʔ⁴ sʰʷe²²
huang1992tbl:c27.r202a	mya	Burmese	blind person	n	---	ɑ⁵³kã⁵⁵	ɑ⁵³ kã⁵⁵
huang1992tbl:c27.r203	mya	Burmese	lame person	n	---	ɑ⁵³tɕo⁵⁵	ɑ⁵³ ʨo⁵⁵
huang1992tbl:c27.r204	mya	Burmese	deaf person	n	---	nɑ⁵⁵pĩ⁵⁵tθu²²	nɑ⁵⁵ pĩ⁵⁵ tθu²²
huang1992tbl:c27.r205	mya	Burmese	baldhead	n	---	theʔ⁴pjɑ̃u²²	tʰeʔ⁴ pʲɑ̃w²²
huang1992tbl:c27.r206a	mya	Burmese	person w / pockmarked face	n	---	tɕɑuʔ⁴pɑuʔ⁴mɑ²²	ʨɑuʔ⁴ pɑuʔ⁴ mɑ²²
huang1992tbl:c27.r207	mya	Burmese	hunchback	n	---	khɑ³ kun³tθu²	kʰɑ³ kun³ tθu²
huang1992tbl:c27.r208a	mya	Burmese	fool / blockhead	n	---	ɑ⁵³ɑ⁵³	ɑ⁵³ ɑ⁵³
huang1992tbl:c27.r209	mya	Burmese	lunatic	n	---	ɑ⁵³ju⁵⁵	ɑ⁵³ ju⁵⁵
huang1992tbl:c27.r210	mya	Burmese	stutterer	n	---	shũ⁵³ɑ⁵³tθu²²	sʰũ⁵³ ɑ⁵³ tθu²²
huang1992tbl:c27.r211a	mya	Burmese	mute	n	---	ɑ⁵³ɑ⁵³	ɑ⁵³ ɑ⁵³
huang1992tbl:c27.r212a	mya	Burmese	host / master	n	---	tθɑ⁵³khĩ²²	tθɑ⁵³ kʰĩ²²
huang1992tbl:c27.r213	mya	Burmese	guest	n	---	ɛ⁵³tθɛ²²	ɛ⁵³ tθɛ²²
huang1992tbl:c27.r214a	mya	Burmese	pal / partner	n	---	ɑ⁵³phɔ²²	ɑ⁵³ pʰɔ²²
